ticket_id,ticket_number,title,description,category,priority,status,service_name,company_name,created_at,resolved_at,resolution,root_cause,comments_summary,language
2041,TKT-2026-02041,Erreur de taxation TVA sur les frais de remise en service BSCS lot secondaire,Les devis et previsualisations de facture appliquent un taux de TVA incorrect sur les frais de remise en service des comptes entreprise. L anomalie ne touche pas les comptes grand public. L impact est confirme sur le perimetre production entreprise.,CONFIGURATION,LOW,CLOSED,BSCS Billing System,Topnet,2026-03-15 08:00:00,2026-03-15 12:40:00,Le code taxe du produit a ete corrige dans le catalogue BSCS puis les simulations tarifaires ont ete relancees,Le produit technique etait rattache a une classe fiscale grand public au lieu de la classe entreprise,Les devis sensibles ont ete verifies manuellement par l equipe billing avant validation client Le code taxe du produit a ete corrige dans le catalogue BSCS puis les simulations tarifaires ont ete relancees Verification finale effectuee avec les equipes metier et exploitation.,fr
2042,TKT-2026-02042,Fausse alarme critique persistante sur un routeur coeur dans OSS lot secondaire,Une alarme de perte de redondance reste ouverte dans l OSS alors que le routeur coeur est revenu nominalement selon l equipe reseau. Les tableaux de disponibilite sont fausses et le NOC multiplie les escalades inutiles. Le NOC a ouvert une surveillance renforcee sur le service concerne.,INCIDENT,HIGH,CLOSED,Core Network OSS,GlobalNet,2026-03-15 11:00:00,2026-03-15 16:41:00,La base d etat OSS a ete resynchronisee puis le connecteur d alarme a ete redemarre et les faux positifs ont disparu,Le moteur de reconciliation des etats n arrivait plus a purger l alarme a cause d une incoherence d inventaire temps reel,Le NOC a applique une suppression logique controlee de l alarme sur le tableau de supervision pour limiter le bruit La base d etat OSS a ete resynchronisee puis le connecteur d alarme a ete redemarre et les faux positifs ont disparu Verification finale effectuee avec les equipes metier et exploitation.,fr
2043,TKT-2026-02043,Echec de provisionnement de l option roaming entreprise lot secondaire,Les commandes de souscription a l option roaming sont acceptees dans le CRM mais echouent a l etape de provisionning HLR HSS. Les clients ne peuvent pas utiliser l option a l etranger. Le client demande un retour rapide afin de respecter son SLA contractuel.,PROVISIONING,HIGH,RESOLVED,Provisioning Platform,Ericsson Tunisia,2026-03-15 14:00:00,2026-03-15 20:42:00,Le mapping catalogue vers profil technique a ete corrige puis les commandes en echec ont ete rejouees et verifiees,Le code option commercial ne correspondait plus au profil technique attendu par le moteur de provisioning,Les activations urgentes ont ete forcees manuellement sur le HLR pour les comptes en voyage Le mapping catalogue vers profil technique a ete corrige puis les commandes en echec ont ete rejouees et verifiees Verification finale effectuee avec les equipes metier et exploitation.,fr
2044,TKT-2026-02044,Rejets incoherents des demandes MNP pour identite client invalide lot secondaire,Plusieurs dossiers de portabilite sont rejetes avec un code identite client invalide alors que les donnees du CRM sont correctes. Le phenomene touche surtout les lignes B2B multi utilisateurs. Des controles complementaires ont ete lances sur les flux inter applicatifs.,PROVISIONING,HIGH,RESOLVED,Mobile Portability Gateway,Ooredoo Tunisie,2026-03-15 17:00:00,2026-03-16 00:43:00,La transformation de l identite client a ete corrigee puis les demandes rejetees ont ete resoumises avec succes,La regle de normalisation du numero de piece d identite supprimait un caractere significatif sur les dossiers entreprise,Les dossiers urgents ont ete corriges manuellement avant soumission a l operateur donneur La transformation de l identite client a ete corrigee puis les demandes rejetees ont ete resoumises avec succes Verification finale effectuee avec les equipes metier et exploitation.,fr
2045,TKT-2026-02045,Webhook Order Care non emis apres validation des changements d offre lot secondaire,Les systemes aval ne recoivent plus l evenement de validation des commandes de changement d offre. Les options commerciales ne sont donc pas activees automatiquement. Le perimetre touche concerne principalement les comptes B2B prioritaires.,EVOLUTION,HIGH,RESOLVED,Order Care API,Tunisie Telecom,2026-03-15 20:00:00,2026-03-16 04:44:00,La cle de routage a ete corrigee puis les webhooks en attente ont ete republies vers tous les consommateurs concernes,Une cle de routage incorrecte avait ete appliquee lors d une mise a jour du bus d evenements,Les ordres valides ont ete surveilles manuellement et les activations critiques ont ete lancees via un script de reprise La cle de routage a ete corrigee puis les webhooks en attente ont ete republies vers tous les consommateurs concernes Verification finale effectuee avec les equipes metier et exploitation.,fr
2046,TKT-2026-02046,Violation de cles etrangeres pendant la migration des ordres de service lot secondaire,Le chargement des ordres de service dans la cible s interrompt avec des erreurs SQL de cle etrangere. Les ordres dependent de referentiels produit et canal absents dans la cible. L impact est confirme sur le perimetre production entreprise.,MIGRATION,CRITICAL,ESCALATED,Data Migration Engine,Orange Tunisie,2026-03-15 23:00:00,,,,Investigation en cours. Le lot d import des ordres a ete suspendu et les ordres critiques ont ete extraits pour un chargement pilote Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.,fr
2047,TKT-2026-02047,Perte RTP sur les files du centre de contact VoIP lot secondaire,Le centre de contact constate des coupures vocales et une forte gigue sur les appels entrants depuis le debut de matinee. Le taux de perte RTP depasse 8 pour cent sur plusieurs files critiques. Le NOC a ouvert une surveillance renforcee sur le service concerne.,INCIDENT,HIGH,IN_PROGRESS,VoIP Platform,Topnet,2026-03-16 02:00:00,,,,Investigation en cours. Les appels prioritaires ont ete reroutes vers la passerelle media secondaire pour reduire l impact Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.,fr
2048,TKT-2026-02048,Debit FTTH inferieur au profil commercial sur liaison entreprise lot secondaire,Le client mesure un debit descendant plafonne a 120 Mbps sur une offre 300 Mbps. Les tests sont realises en filaire et l ONT ne remonte aucune alarme optique. Le client demande un retour rapide afin de respecter son SLA contractuel.,INCIDENT,HIGH,ESCALATED,Fibre FTTH,GlobalNet,2026-03-16 05:00:00,,,,Investigation en cours. Le client a ete place temporairement sur un profil intermediaire plus eleve en attendant la correction definitive Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.,fr
2049,TKT-2026-02049,Snapshots nocturnes Cloud VPS en echec sur le cluster de sauvegarde lot secondaire,Les snapshots planifies de plusieurs VM de production echouent depuis deux nuits consecutives et aucun point de restauration recent n est disponible. Le risque de perte de reprise augmente. Des controles complementaires ont ete lances sur les flux inter applicatifs.,INCIDENT,HIGH,RESOLVED,Cloud VPS,Ericsson Tunisia,2026-03-16 08:00:00,2026-03-16 12:48:00,Le volume du repository a ete etendu puis les jobs en erreur ont ete rejoues et verifies,Le stockage du repository de snapshots etait arrive a saturation,Les sauvegardes les plus critiques ont ete exportees manuellement vers un stockage temporaire Le volume du repository a ete etendu puis les jobs en erreur ont ete rejoues et verifies Verification finale effectuee avec les equipes metier et exploitation.,fr
2050,TKT-2026-02050,Historique des interactions client incomplet dans CRM Ericsson lot secondaire,Les conseillers ne visualisent plus l ensemble des interactions sur certains comptes entreprise depuis la derniere synchronisation analytique. Les dossiers anciens sont absents du timeline CRM. Le perimetre touche concerne principalement les comptes B2B prioritaires.,RECLAMATION,HIGH,RESOLVED,CRM Ericsson,Ooredoo Tunisie,2026-03-16 11:00:00,2026-03-16 16:49:00,Le job d alimentation du timeline a ete relance apres correction de la cle de partition et les interactions manquantes ont ete rechargees,Une erreur de partitionnement sur la cle customer group excluait les gros comptes B2B du traitement incremental,Les agents ont consulte temporairement l historique via le referentiel analytique en lecture seule Le job d alimentation du timeline a ete relance apres correction de la cle de partition et les interactions manquantes ont ete rechargees Verification finale effectuee avec les equipes metier et exploitation.,fr
2051,TKT-2026-02051,Lot de suspension pour impayes non execute dans BSCS lot secondaire,Le traitement automatique de suspension pour impayes n a pas ete lance durant la nuit. Les comptes en retard n ont pas change de statut et les campagnes de recouvrement sont bloquees. L impact est confirme sur le perimetre production entreprise.,INCIDENT,HIGH,CLOSED,BSCS Billing System,Tunisie Telecom,2026-03-16 14:00:00,2026-03-16 20:50:00,Le scheduler a ete corrige puis le lot de suspension a ete execute en rattrapage avec verification des statuts comptes,Une mise a jour de planification avait desactive la tache nocturne dans le calendrier d exploitation,Les comptes a risque eleve ont ete identifies et traites manuellement par l equipe recouvrement Le scheduler a ete corrige puis le lot de suspension a ete execute en rattrapage avec verification des statuts comptes Verification finale effectuee avec les equipes metier et exploitation.,fr
2052,TKT-2026-02052,Arret de collecte des alarmes sur le cluster OSS secondaire lot secondaire,Le cluster secondaire OSS ne collecte plus les alarmes coeur reseau depuis 03:00. En cas de bascule NOC aucune vue fiable des incidents n est disponible sur l environnement de secours. Le NOC a ouvert une surveillance renforcee sur le service concerne.,INCIDENT,CRITICAL,ESCALATED,Core Network OSS,Orange Tunisie,2026-03-16 17:00:00,,,,Investigation en cours. Le NOC est reste positionne sur le cluster principal pendant la remise en service afin de conserver une vision complete Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.,fr
2053,TKT-2026-02053,Rollback incomplet lors de l annulation d une suspension lot secondaire,Quand une commande de suspension est annulee dans le CRM certains sous services restent suspendus dans le moteur de provisioning. Le statut commercial redevient actif mais le service technique ne suit pas. Le client demande un retour rapide afin de respecter son SLA contractuel.,PROVISIONING,HIGH,RESOLVED,Provisioning Platform,Topnet,2026-03-16 20:00:00,2026-03-17 04:52:00,Le workflow a ete corrige puis un batch de remediation a reactive les sous services restes suspendus,Une branche du workflow de rollback omettait le sous service data dans les offres multi produits,Les comptes les plus sensibles ont ete regularises manuellement avant execution du correctif global Le workflow a ete corrige puis un batch de remediation a reactive les sous services restes suspendus Verification finale effectuee avec les equipes metier et exploitation.,fr
2054,TKT-2026-02054,Decomposition technique incomplete des commandes FTTH via Order Care lot secondaire,Les commandes FTTH creees depuis le digital arrivent dans Order Care mais ne generent pas tous les sous ordres necessaires a l installation et a l activation PPPoE. Les plannings terrain restent incomplets. Des controles complementaires ont ete lances sur les flux inter applicatifs.,PROVISIONING,HIGH,CLOSED,Order Care API,GlobalNet,2026-03-16 23:00:00,2026-03-17 08:53:00,La regle de decomposition a ete corrigee puis les commandes incompletes ont ete repassees dans le moteur d orchestration,Une condition d orchestration filtrait a tort les produits FTTH B2B avec option IP fixe,Les commandes urgentes ont ete completees manuellement par le back office pour maintenir les rendez vous terrain La regle de decomposition a ete corrigee puis les commandes incompletes ont ete repassees dans le moteur d orchestration Verification finale effectuee avec les equipes metier et exploitation.,fr
2055,TKT-2026-02055,Incoherence de reprise des historiques de facture dans Data Migration Engine lot secondaire,Lors des tests de migration certains comptes recuperent un historique de facturation incomplet sur 24 mois. Les ecarts concernent surtout les factures avec ajustements manuels et avoirs. Le perimetre touche concerne principalement les comptes B2B prioritaires.,MIGRATION,HIGH,RESOLVED,Data Migration Engine,Ericsson Tunisia,2026-03-17 02:00:00,2026-03-17 12:54:00,La requete de reconciliation a ete corrigee puis les historiques manquants ont ete recharges et verifies par echantillon,Une jointure ETL n integrait pas correctement les ecritures d ajustement rattachees aux factures d origine,Un export controle des factures critiques a ete fourni aux equipes recette en attendant le rejeu complet La requete de reconciliation a ete corrigee puis les historiques manquants ont ete recharges et verifies par echantillon Verification finale effectuee avec les equipes metier et exploitation.,fr
2056,TKT-2026-02056,Tableaux de disponibilite OSS figes sur des donnees obsoletes lot secondaire,Les dashboards de disponibilite multi service affichent encore les metriques de la veille alors que les collecteurs remontent des donnees fraiches. Le management ne dispose plus d un suivi fiable. L impact est confirme sur le perimetre production entreprise.,EVOLUTION,LOW,RESOLVED,Core Network OSS,Ooredoo Tunisie,2026-03-17 05:00:00,2026-03-17 16:00:00,Le cache applicatif a ete reconstruit puis le service de requetage a ete redemarre et les tableaux ont retrouve des donnees a jour,Le service de cache de series temporelles etait bloque apres une purge planifiee inachevee,Le reporting du matin a ete prepare a partir des exports bruts des collecteurs pendant la remise en service Le cache applicatif a ete reconstruit puis le service de requetage a ete redemarre et les tableaux ont retrouve des donnees a jour Verification finale effectuee avec les equipes metier et exploitation.,fr
2057,TKT-2026-02057,Blocage du rating BSCS sur les CDR roaming entrants lot secondaire,Depuis 06:20 les CDR roaming entrants ne sont plus valorises dans BSCS et le backlog depasse 42000 enregistrements. Les soldes clients postpayes ne sont plus mis a jour apres consommation. Le NOC a ouvert une surveillance renforcee sur le service concerne.,INCIDENT,CRITICAL,IN_PROGRESS,BSCS Billing System,Tunisie Telecom,2026-03-17 08:00:00,,,,Investigation en cours. Les CDR invalides ont ete isoles et la file de mediation secondaire a pris le relais pour les flux prioritaires Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.,fr
2058,TKT-2026-02058,Echec du bill run mensuel BSCS pour les comptes entreprise lot secondaire,Le bill run mensuel s arrete au milieu du cycle entreprise et aucune facture PDF n est produite pour 8600 comptes. Les previsions de cloture financiere sont retardees. Le client demande un retour rapide afin de respecter son SLA contractuel.,INCIDENT,HIGH,CLOSED,BSCS Billing System,Orange Tunisie,2026-03-17 11:00:00,2026-03-17 16:02:00,Le chemin de rendu PDF a ete corrige puis le bill run a ete relance en reprise et toutes les factures ont ete regenerees,Le repertoire de polices du moteur PDF etait invalide apres une maintenance systeme,Les factures critiques ont ete sorties via le moteur de secours afin de respecter la fenetre de controle finance Le chemin de rendu PDF a ete corrige puis le bill run a ete relance en reprise et toutes les factures ont ete regenerees Verification finale effectuee avec les equipes metier et exploitation.,fr
2059,TKT-2026-02059,Desynchronisation des fiches clients CRM Ericsson vers BSCS lot secondaire,Les creations de comptes corporate dans le CRM Ericsson ne remontent plus vers BSCS depuis la derniere mise a jour. Les commerciaux valident les dossiers mais aucun compte de facturation n est cree. Des controles complementaires ont ete lances sur les flux inter applicatifs.,INCIDENT,HIGH,IN_PROGRESS,CRM Ericsson,Topnet,2026-03-17 14:00:00,,,,Investigation en cours. Les comptes urgents ont ete crees manuellement dans BSCS pour les ventes prioritaires Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.,fr
2060,TKT-2026-02060,Perte de remontee des KPI radio dans Core Network OSS lot secondaire,Les tableaux NOC n affichent plus les KPI radio 2G et 4G pour 186 noeuds depuis 01:00. La supervision reseau ne peut plus suivre la disponibilite et la charge trafic en temps reel. Le perimetre touche concerne principalement les comptes B2B prioritaires.,INCIDENT,CRITICAL,ESCALATED,Core Network OSS,GlobalNet,2026-03-17 17:00:00,,,,Investigation en cours. Le NOC a bascule temporairement sur les compteurs locaux exposes par les equipements critiques Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.,fr
2061,TKT-2026-02061,Blocage de la file JMS d activation dans la plateforme de provisioning lot secondaire,Les demandes d activation postpayees restent en statut pending depuis 09:10 et plus de 630 ordres sont en attente. Les boutiques et le CRM ne recoivent plus de confirmation technique. L impact est confirme sur le perimetre production entreprise.,PROVISIONING,CRITICAL,RESOLVED,Provisioning Platform,Ericsson Tunisia,2026-03-17 20:00:00,2026-03-18 04:05:00,Le message fautif a ete mis en quarantaine puis le consumer a ete relance et les ordres ont ete rejoues avec succes,Un message XML mal forme issu d un canal partenaire a bloque le consommateur principal de la file JMS,Les activations VIP ont ete traitees via un worker secondaire et une verification manuelle des accuses a ete effectuee Le message fautif a ete mis en quarantaine puis le consumer a ete relance et les ordres ont ete rejoues avec succes Verification finale effectuee avec les equipes metier et exploitation.,fr
2062,TKT-2026-02062,Demandes de portabilite bloquees a la validation operateur donneur lot secondaire,Les demandes MNP entrantes restent en attente de validation et aucun accuse n est renvoye par l operateur donneur. Le portail de portabilite accumule rapidement un stock de dossiers. Le NOC a ouvert une surveillance renforcee sur le service concerne.,PROVISIONING,HIGH,RESOLVED,Mobile Portability Gateway,Ooredoo Tunisie,2026-03-17 23:00:00,2026-03-18 08:06:00,Le timeout du connecteur a ete ajuste puis les dossiers en attente ont ete reemis dans l ordre de soumission,Le timeout reseau de la passerelle etait inferieur au temps de reponse reel du service partenaire,Les dossiers urgents ont ete rejoues en lots restreints avec un suivi manuel des accuses de reception Le timeout du connecteur a ete ajuste puis les dossiers en attente ont ete reemis dans l ordre de soumission Verification finale effectuee avec les equipes metier et exploitation.,fr
2063,TKT-2026-02063,Indisponibilite de l API Order Care sur la creation de commandes lot secondaire,Les appels POST vers l API Order Care retournent HTTP 500 pour toutes les souscriptions depuis 07:45. Les canaux digitaux et le CRM ne peuvent plus creer de nouvelles commandes. Le client demande un retour rapide afin de respecter son SLA contractuel.,INCIDENT,CRITICAL,IN_PROGRESS,Order Care API,Tunisie Telecom,2026-03-18 02:00:00,,,,Investigation en cours. Les commandes critiques ont ete prises en charge via un script de creation controle sur la base de secours Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.,fr
2064,TKT-2026-02064,Echec du lot de migration des comptes clients vers le nouveau referentiel lot secondaire,Le lot nocturne de migration de 12500 comptes postpayes s arrete a la phase de transformation et aucun chargement n est effectue dans la cible. Le planning de bascule projet est menace. Des controles complementaires ont ete lances sur les flux inter applicatifs.,MIGRATION,CRITICAL,ESCALATED,Data Migration Engine,Orange Tunisie,2026-03-18 05:00:00,,,,Investigation en cours. Le lot a ete suspendu et un perimetre reduit de comptes critiques a ete extrait pour verification manuelle Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.,fr
2065,TKT-2026-02065,Echec d enregistrement SIP sur le trunk principal entreprise lot secondaire,Les appels sortants des clients entreprise ne s etablissent plus depuis 08:15 et le SBC principal retourne 403 sur toutes les tentatives d enregistrement SIP. Le trafic voix sortant est fortement impacte. Le perimetre touche concerne principalement les comptes B2B prioritaires.,INCIDENT,CRITICAL,RESOLVED,VoIP Platform,Topnet,2026-03-18 08:00:00,2026-03-18 12:09:00,Le certificat a ete renouvele puis redeploye sur le SBC principal et les enregistrements SIP ont repris normalement,Le certificat TLS du trunk principal a expire a minuit sans redeploiement automatique,Le trafic voix sortant a ete bascule provisoirement sur le SBC secondaire pour les clients critiques Le certificat a ete renouvele puis redeploye sur le SBC principal et les enregistrements SIP ont repris normalement Verification finale effectuee avec les equipes metier et exploitation.,fr
2066,TKT-2026-02066,Coupure FTTH regionale apres saturation d un port OLT lot secondaire,Plusieurs clients entreprise de la zone Ariana ont perdu la connectivite IP alors que les ONT restent synchronisees optiquement. Aucun trafic ne transite sur le port de collecte principal. L impact est confirme sur le perimetre production entreprise.,PROVISIONING,CRITICAL,CLOSED,Fibre FTTH,GlobalNet,2026-03-18 11:00:00,2026-03-18 16:10:00,Le port OLT a ete nettoye puis reequilibre et la connectivite a ete retablie sur l ensemble de la zone impactee,Une saturation anormale de la table MAC sur le port OLT de collecte a bloque l acheminement des flux,Le trafic a ete detourne vers un port de collecte de secours pour les clients prioritaires Le port OLT a ete nettoye puis reequilibre et la connectivite a ete retablie sur l ensemble de la zone impactee Verification finale effectuee avec les equipes metier et exploitation.,fr
2067,TKT-2026-02067,Perte de connectivite publique sur des instances Cloud VPS apres maintenance lot secondaire,Des machines virtuelles de production restent joignables en interne mais ne repondent plus depuis Internet apres une maintenance hyperviseur. Les applications B2B exposees publiquement sont indisponibles. Le NOC a ouvert une surveillance renforcee sur le service concerne.,INCIDENT,HIGH,RESOLVED,Cloud VPS,Ericsson Tunisia,2026-03-18 14:00:00,2026-03-18 20:11:00,Les liaisons IP flottantes ont ete reconstruites puis les tables de routage externes ont ete resynchronisees sur le cluster,Un agent reseau du cluster n a pas restaure les liaisons des adresses IP flottantes au redemarrage,Un basculement de certains services publics a ete effectue vers le site secondaire du client Les liaisons IP flottantes ont ete reconstruites puis les tables de routage externes ont ete resynchronisees sur le cluster Verification finale effectuee avec les equipes metier et exploitation.,fr
2068,TKT-2026-02068,Lenteur de consultation des contrats multi lignes dans CRM Ericsson lot secondaire,Les agents du centre de relation client constatent des temps d affichage superieurs a 25 secondes lors de l ouverture des contrats multi lignes. La prise d appel sur les comptes entreprise est fortement ralentie. Le client demande un retour rapide afin de respecter son SLA contractuel.,INCIDENT,HIGH,RESOLVED,CRM Ericsson,Ooredoo Tunisie,2026-03-18 17:00:00,2026-03-19 00:12:00,Un index SQL a ete ajoute et la pagination de l historique a ete activee ce qui a ramene le temps d ouverture sous quatre secondes,La requete chargeait tout l historique contractuel sans index adapte sur la table de liaison,Les agents ont utilise la vue simplifiee client pendant la degradation pour poursuivre les appels Un index SQL a ete ajoute et la pagination de l historique a ete activee ce qui a ramene le temps d ouverture sous quatre secondes Verification finale effectuee avec les equipes metier et exploitation.,fr
2069,TKT-2026-02069,Erreur de taxation TVA sur les frais de remise en service BSCS lot secondaire,Les devis et previsualisations de facture appliquent un taux de TVA incorrect sur les frais de remise en service des comptes entreprise. L anomalie ne touche pas les comptes grand public. Des controles complementaires ont ete lances sur les flux inter applicatifs.,CONFIGURATION,LOW,RESOLVED,BSCS Billing System,Tunisie Telecom,2026-03-18 20:00:00,2026-03-19 04:13:00,Le code taxe du produit a ete corrige dans le catalogue BSCS puis les simulations tarifaires ont ete relancees,Le produit technique etait rattache a une classe fiscale grand public au lieu de la classe entreprise,Les devis sensibles ont ete verifies manuellement par l equipe billing avant validation client Le code taxe du produit a ete corrige dans le catalogue BSCS puis les simulations tarifaires ont ete relancees Verification finale effectuee avec les equipes metier et exploitation.,fr
2070,TKT-2026-02070,Fausse alarme critique persistante sur un routeur coeur dans OSS lot secondaire,Une alarme de perte de redondance reste ouverte dans l OSS alors que le routeur coeur est revenu nominalement selon l equipe reseau. Les tableaux de disponibilite sont fausses et le NOC multiplie les escalades inutiles. Le perimetre touche concerne principalement les comptes B2B prioritaires.,INCIDENT,HIGH,CLOSED,Core Network OSS,Orange Tunisie,2026-03-18 23:00:00,2026-03-19 08:14:00,La base d etat OSS a ete resynchronisee puis le connecteur d alarme a ete redemarre et les faux positifs ont disparu,Le moteur de reconciliation des etats n arrivait plus a purger l alarme a cause d une incoherence d inventaire temps reel,Le NOC a applique une suppression logique controlee de l alarme sur le tableau de supervision pour limiter le bruit La base d etat OSS a ete resynchronisee puis le connecteur d alarme a ete redemarre et les faux positifs ont disparu Verification finale effectuee avec les equipes metier et exploitation.,fr
2071,TKT-2026-02071,Enterprise discount not applied on BSCS monthly invoices secondary scope,Several enterprise accounts were billed above their contracted amount because the corporate discount rule was not applied during invoice generation. Finance escalated the discrepancy before customer distribution. The impact is confirmed on the enterprise production scope.,RECLAMATION,HIGH,CLOSED,BSCS Billing System,Topnet,2026-03-19 02:00:00,2026-03-19 12:15:00,The discount reference was restored in the billing catalog and impacted invoices were regenerated before release,An incomplete tariff catalog promotion removed the enterprise discount reference from the active billing configuration,Invoice release was paused for the affected account segment while finance reviewed the impacted customer list The discount reference was restored in the billing catalog and impacted invoices were regenerated before release Final validation was completed with operations and business teams.,en
2072,TKT-2026-02072,Order Care webhook payload missing sales channel after release secondary scope,Downstream CRM and reporting systems stopped receiving the sales channel attribute in Order Care webhook payloads after a minor release. Reporting by channel became inconsistent for new orders. The operations team opened enhanced monitoring on the affected service.,EVOLUTION,LOW,RESOLVED,Order Care API,GlobalNet,2026-03-19 05:00:00,2026-03-19 16:16:00,The webhook serializer was corrected and missed events were republished with the complete payload schema,A serialization change removed the optional salesChannel field from the webhook contract,Reporting teams used the order creation logs as a temporary source for channel attribution during the issue The webhook serializer was corrected and missed events were republished with the complete payload schema Final validation was completed with operations and business teams.,en
2073,TKT-2026-02073,BSCS invoice rendering backlog on large enterprise accounts secondary scope,Invoice rendering for high volume enterprise accounts exceeded twenty minutes and several invoice previews timed out in the billing portal. Finance users could not validate invoices before the cut off window. The customer requested rapid recovery to protect the contractual SLA.,INCIDENT,HIGH,RESOLVED,BSCS Billing System,Ericsson Tunisia,2026-03-19 08:00:00,2026-03-19 12:17:00,The rendering cache configuration was optimized and the blocked preview jobs were reprocessed successfully,The rendering service loaded oversized attachment bundles without using the template cache efficiently,A reduced preview template was enabled for urgent finance validation while the rendering path was being corrected The rendering cache configuration was optimized and the blocked preview jobs were reprocessed successfully Final validation was completed with operations and business teams.,en
2074,TKT-2026-02074,CRM Ericsson merge workflow failing for duplicate corporate accounts secondary scope,Customer care teams could not merge duplicate corporate accounts in CRM Ericsson because the workflow stopped after validation. The duplicate record remained active and case ownership stayed inconsistent. Additional checks were launched on the related integration flows.,INCIDENT,HIGH,RESOLVED,CRM Ericsson,Ooredoo Tunisie,2026-03-19 11:00:00,2026-03-19 16:18:00,The workflow rules were updated and duplicate corporate records were merged successfully after validation testing,The merge workflow did not handle active service contracts linked to multiple billing profiles,Support agents used a manual ownership correction process for urgent duplicate cases during the incident The workflow rules were updated and duplicate corporate records were merged successfully after validation testing Final validation was completed with operations and business teams.,en
2075,TKT-2026-02075,Core Network OSS polling failure for transmission backbone nodes secondary scope,Backbone transmission nodes stopped reporting availability and latency metrics to Core Network OSS during the morning collection window. NOC dashboards showed the nodes in unknown state. The issue mainly affects priority B2B accounts.,EVOLUTION,CRITICAL,ESCALATED,Core Network OSS,Tunisie Telecom,2026-03-19 14:00:00,,,,Investigation is ongoing. The NOC relied on direct device polling for the most critical backbone sites until OSS collection was restored Detailed review of application logs and technical dependencies is in progress.,en
2076,TKT-2026-02076,Provisioning queue blocked for postpaid package activations secondary scope,Postpaid package activation orders remained in accepted state for more than one hour and were not progressing through the provisioning platform. Retail and CRM channels were both affected. The impact is confirmed on the enterprise production scope.,PROVISIONING,CRITICAL,RESOLVED,Provisioning Platform,Orange Tunisie,2026-03-19 17:00:00,2026-03-20 00:20:00,The malformed payload pattern was quarantined and the main consumer was restarted then all pending activations were replayed,A malformed campaign payload blocked the main provisioning consumer thread,A secondary worker pool processed priority activations while the queue was being stabilized The malformed payload pattern was quarantined and the main consumer was restarted then all pending activations were replayed Final validation was completed with operations and business teams.,en
2077,TKT-2026-02077,Morning portability cutover batch missed by gateway scheduler secondary scope,The 06:00 portability cutover batch did not start and customer numbers remained pending for activation on the target network. The incident created a risk of regulatory SLA breach. The operations team opened enhanced monitoring on the affected service.,PROVISIONING,CRITICAL,CLOSED,Mobile Portability Gateway,Topnet,2026-03-19 20:00:00,2026-03-20 04:21:00,The stale lock was cleared and scheduler health checks were added before replaying the missed batch successfully,A stale execution lock prevented the scheduler from releasing the morning cutover trigger,Priority portability cases were executed through a supervised manual cutover sequence while the scheduler was recovered The stale lock was cleared and scheduler health checks were added before replaying the missed batch successfully Final validation was completed with operations and business teams.,en
2078,TKT-2026-02078,Order Care callback delivery loss to CRM integration connector secondary scope,Completion callbacks were generated by Order Care but a subset of them never reached the CRM connector. Orders appeared completed in Order Care and still in progress in CRM. The customer requested rapid recovery to protect the contractual SLA.,INCIDENT,HIGH,IN_PROGRESS,Order Care API,GlobalNet,2026-03-19 23:00:00,,,,Investigation is ongoing. Back office teams used the Order Care operations console to confirm completion status for urgent customer orders Detailed review of application logs and technical dependencies is in progress.,en
2079,TKT-2026-02079,Customer migration batch failed on invalid product mapping rules secondary scope,A migration batch moving enterprise customers to the new billing and CRM stack stopped during transformation because several product codes could not be mapped to the target catalog. Additional checks were launched on the related integration flows.,MIGRATION,HIGH,RESOLVED,Data Migration Engine,Ericsson Tunisia,2026-03-20 02:00:00,2026-03-20 12:23:00,The missing product mappings were added and the migration batch was replayed from the failed checkpoint without remaining errors,Legacy enterprise product codes were missing from the target mapping table,Migration governance accepted a temporary exclusion list for non critical products while the catalog mapping was completed The missing product mappings were added and the migration batch was replayed from the failed checkpoint without remaining errors Final validation was completed with operations and business teams.,en
2080,TKT-2026-02080,International call routing failure on enterprise VoIP trunks secondary scope,Enterprise customers could place national calls successfully but international calls toward European destinations failed with 503 responses on the VoIP platform. Several contact centers were impacted. The issue mainly affects priority B2B accounts.,CONFIGURATION,HIGH,RESOLVED,VoIP Platform,Ooredoo Tunisie,2026-03-20 05:00:00,2026-03-20 16:24:00,The route pattern was restored on the production SBC nodes and successful international test calls confirmed service recovery,A recent route pattern update removed the main international exit trunk from one destination group,Calls to affected destinations were temporarily rerouted through the backup carrier for premium customers The route pattern was restored on the production SBC nodes and successful international test calls confirmed service recovery Final validation was completed with operations and business teams.,en
