doc_id,doc_type,source_id,service_name,company_name,language,title,content
ticket_2031,ticket,2031,CRM Ericsson,Atlas Distribution Maroc,fr,Desynchronisation des fiches clients CRM Ericsson vers BSCS,"Type: Ticket
Ticket Number: TKT-2026-02031
Service: CRM Ericsson
Company: Atlas Distribution Maroc
Title: Desynchronisation des fiches clients CRM Ericsson vers BSCS
Description: Les creations de comptes corporate dans le CRM Ericsson ne remontent plus vers BSCS depuis la derniere mise a jour. Les commerciaux valident les dossiers mais aucun compte de facturation n est cree. L impact est confirme sur le perimetre production entreprise.
Category: INCIDENT
Priority: HIGH
Status: RESOLVED
Root Cause: Le certificat OAuth utilise par le connecteur CRM vers BSCS avait expire sans rotation automatique
Resolution: Le secret OAuth et le certificat ont ete renouvelles puis la file d integration a ete rejouee et les comptes manquants ont ete synchronises
Comments: Les comptes urgents ont ete crees manuellement dans BSCS pour les ventes prioritaires Le secret OAuth et le certificat ont ete renouvelles puis la file d integration a ete rejouee et les comptes manquants ont ete synchronises Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2032,ticket,2032,Core Network OSS,Sahara Connect Services,fr,Perte de remontee des KPI radio dans Core Network OSS,"Type: Ticket
Ticket Number: TKT-2026-02032
Service: Core Network OSS
Company: Sahara Connect Services
Title: Perte de remontee des KPI radio dans Core Network OSS
Description: Les tableaux NOC n affichent plus les KPI radio 2G et 4G pour 186 noeuds depuis 01:00. La supervision reseau ne peut plus suivre la disponibilite et la charge trafic en temps reel. Le NOC a ouvert une surveillance renforcee sur le service concerne.
Category: INCIDENT
Priority: CRITICAL
Status: RESOLVED
Root Cause: La rotation des credentials SNMP n a pas ete propagee au cluster de pollers secondaire
Resolution: Les credentials ont ete resynchronises puis les pollers ont ete redemarres et les KPI manquants ont ete reconstruits depuis les buffers locaux
Comments: Le NOC a bascule temporairement sur les compteurs locaux exposes par les equipements critiques Les credentials ont ete resynchronises puis les pollers ont ete redemarres et les KPI manquants ont ete reconstruits depuis les buffers locaux Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2033,ticket,2033,Provisioning Platform,Rabat Digital Operations,fr,Blocage de la file JMS d activation dans la plateforme de provisioning,"Type: Ticket
Ticket Number: TKT-2026-02033
Service: Provisioning Platform
Company: Rabat Digital Operations
Title: Blocage de la file JMS d activation dans la plateforme de provisioning
Description: Les demandes d activation postpayees restent en statut pending depuis 09:10 et plus de 630 ordres sont en attente. Les boutiques et le CRM ne recoivent plus de confirmation technique. Le client demande un retour rapide afin de respecter son SLA contractuel.
Category: PROVISIONING
Priority: CRITICAL
Status: RESOLVED
Root Cause: Un message XML mal forme issu d un canal partenaire a bloque le consommateur principal de la file JMS
Resolution: Le message fautif a ete mis en quarantaine puis le consumer a ete relance et les ordres ont ete rejoues avec succes
Comments: Les activations VIP ont ete traitees via un worker secondaire et une verification manuelle des accuses a ete effectuee Le message fautif a ete mis en quarantaine puis le consumer a ete relance et les ordres ont ete rejoues avec succes Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2034,ticket,2034,Mobile Portability Gateway,Maghreb Fibre Entreprise,fr,Demandes de portabilite bloquees a la validation operateur donneur,"Type: Ticket
Ticket Number: TKT-2026-02034
Service: Mobile Portability Gateway
Company: Maghreb Fibre Entreprise
Title: Demandes de portabilite bloquees a la validation operateur donneur
Description: Les demandes MNP entrantes restent en attente de validation et aucun accuse n est renvoye par l operateur donneur. Le portail de portabilite accumule rapidement un stock de dossiers. Des controles complementaires ont ete lances sur les flux inter applicatifs.
Category: PROVISIONING
Priority: HIGH
Status: CLOSED
Root Cause: Le timeout reseau de la passerelle etait inferieur au temps de reponse reel du service partenaire
Resolution: Le timeout du connecteur a ete ajuste puis les dossiers en attente ont ete reemis dans l ordre de soumission
Comments: Les dossiers urgents ont ete rejoues en lots restreints avec un suivi manuel des accuses de reception Le timeout du connecteur a ete ajuste puis les dossiers en attente ont ete reemis dans l ordre de soumission Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2035,ticket,2035,Order Care API,Atlas Cloud Hosting,fr,Indisponibilite de l API Order Care sur la creation de commandes,"Type: Ticket
Ticket Number: TKT-2026-02035
Service: Order Care API
Company: Atlas Cloud Hosting
Title: Indisponibilite de l API Order Care sur la creation de commandes
Description: Les appels POST vers l API Order Care retournent HTTP 500 pour toutes les souscriptions depuis 07:45. Les canaux digitaux et le CRM ne peuvent plus creer de nouvelles commandes. Le perimetre touche concerne principalement les comptes B2B prioritaires.
Category: INCIDENT
Priority: CRITICAL
Status: IN_PROGRESS
Root Cause: 
Resolution: 
Comments: Investigation en cours. Les commandes critiques ont ete prises en charge via un script de creation controle sur la base de secours Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2036,ticket,2036,Data Migration Engine,Nova Business Connect,fr,Echec du lot de migration des comptes clients vers le nouveau referentiel,"Type: Ticket
Ticket Number: TKT-2026-02036
Service: Data Migration Engine
Company: Nova Business Connect
Title: Echec du lot de migration des comptes clients vers le nouveau referentiel
Description: Le lot nocturne de migration de 12500 comptes postpayes s arrete a la phase de transformation et aucun chargement n est effectue dans la cible. Le planning de bascule projet est menace. L impact est confirme sur le perimetre production entreprise.
Category: MIGRATION
Priority: CRITICAL
Status: IN_PROGRESS
Root Cause: 
Resolution: 
Comments: Investigation en cours. Le lot a ete suspendu et un perimetre reduit de comptes critiques a ete extrait pour verification manuelle Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2037,ticket,2037,VoIP Platform,Atlas Distribution Maroc,fr,Echec d enregistrement SIP sur le trunk principal entreprise,"Type: Ticket
Ticket Number: TKT-2026-02037
Service: VoIP Platform
Company: Atlas Distribution Maroc
Title: Echec d enregistrement SIP sur le trunk principal entreprise
Description: Les appels sortants des clients entreprise ne s etablissent plus depuis 08:15 et le SBC principal retourne 403 sur toutes les tentatives d enregistrement SIP. Le trafic voix sortant est fortement impacte. Le NOC a ouvert une surveillance renforcee sur le service concerne.
Category: INCIDENT
Priority: CRITICAL
Status: RESOLVED
Root Cause: Le certificat TLS du trunk principal a expire a minuit sans redeploiement automatique
Resolution: Le certificat a ete renouvele puis redeploye sur le SBC principal et les enregistrements SIP ont repris normalement
Comments: Le trafic voix sortant a ete bascule provisoirement sur le SBC secondaire pour les clients critiques Le certificat a ete renouvele puis redeploye sur le SBC principal et les enregistrements SIP ont repris normalement Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2038,ticket,2038,Fibre FTTH,Sahara Connect Services,fr,Coupure FTTH regionale apres saturation d un port OLT,"Type: Ticket
Ticket Number: TKT-2026-02038
Service: Fibre FTTH
Company: Sahara Connect Services
Title: Coupure FTTH regionale apres saturation d un port OLT
Description: Plusieurs clients entreprise de la zone industrielle de Casablanca ont perdu la connectivite IP alors que les ONT restent synchronisees optiquement. Aucun trafic ne transite sur le port de collecte principal. Le client demande un retour rapide afin de respecter son SLA contractuel.
Category: PROVISIONING
Priority: CRITICAL
Status: RESOLVED
Root Cause: Une saturation anormale de la table MAC sur le port OLT de collecte a bloque l acheminement des flux
Resolution: Le port OLT a ete nettoye puis reequilibre et la connectivite a ete retablie sur l ensemble de la zone impactee
Comments: Le trafic a ete detourne vers un port de collecte de secours pour les clients prioritaires Le port OLT a ete nettoye puis reequilibre et la connectivite a ete retablie sur l ensemble de la zone impactee Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2039,ticket,2039,Cloud VPS,Rabat Digital Operations,fr,Perte de connectivite publique sur des instances Cloud VPS apres maintenance,"Type: Ticket
Ticket Number: TKT-2026-02039
Service: Cloud VPS
Company: Rabat Digital Operations
Title: Perte de connectivite publique sur des instances Cloud VPS apres maintenance
Description: Des machines virtuelles de production restent joignables en interne mais ne repondent plus depuis Internet apres une maintenance hyperviseur. Les applications B2B exposees publiquement sont indisponibles. Des controles complementaires ont ete lances sur les flux inter applicatifs.
Category: INCIDENT
Priority: HIGH
Status: IN_PROGRESS
Root Cause: 
Resolution: 
Comments: Investigation en cours. Un basculement de certains services publics a ete effectue vers le site secondaire du client Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2040,ticket,2040,CRM Ericsson,Maghreb Fibre Entreprise,fr,Lenteur de consultation des contrats multi lignes dans CRM Ericsson,"Type: Ticket
Ticket Number: TKT-2026-02040
Service: CRM Ericsson
Company: Maghreb Fibre Entreprise
Title: Lenteur de consultation des contrats multi lignes dans CRM Ericsson
Description: Les agents du centre de relation client constatent des temps d affichage superieurs a 25 secondes lors de l ouverture des contrats multi lignes. La prise d appel sur les comptes entreprise est fortement ralentie. Le perimetre touche concerne principalement les comptes B2B prioritaires.
Category: INCIDENT
Priority: HIGH
Status: ESCALATED
Root Cause: 
Resolution: 
Comments: Investigation en cours. Les agents ont utilise la vue simplifiee client pendant la degradation pour poursuivre les appels Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2041,ticket,2041,BSCS Billing System,Atlas Cloud Hosting,fr,Erreur de taxation TVA sur les frais de remise en service BSCS,"Type: Ticket
Ticket Number: TKT-2026-02041
Service: BSCS Billing System
Company: Atlas Cloud Hosting
Title: Erreur de taxation TVA sur les frais de remise en service BSCS
Description: Les devis et previsualisations de facture appliquent un taux de TVA incorrect sur les frais de remise en service des comptes entreprise. L anomalie ne touche pas les comptes grand public. L impact est confirme sur le perimetre production entreprise.
Category: CONFIGURATION
Priority: LOW
Status: CLOSED
Root Cause: Le produit technique etait rattache a une classe fiscale grand public au lieu de la classe entreprise
Resolution: Le code taxe du produit a ete corrige dans le catalogue BSCS puis les simulations tarifaires ont ete relancees
Comments: Les devis sensibles ont ete verifies manuellement par l equipe billing avant validation client Le code taxe du produit a ete corrige dans le catalogue BSCS puis les simulations tarifaires ont ete relancees Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2042,ticket,2042,Core Network OSS,Nova Business Connect,fr,Fausse alarme critique persistante sur un routeur coeur dans OSS,"Type: Ticket
Ticket Number: TKT-2026-02042
Service: Core Network OSS
Company: Nova Business Connect
Title: Fausse alarme critique persistante sur un routeur coeur dans OSS
Description: Une alarme de perte de redondance reste ouverte dans l OSS alors que le routeur coeur est revenu nominalement selon l equipe reseau. Les tableaux de disponibilite sont fausses et le NOC multiplie les escalades inutiles. Le NOC a ouvert une surveillance renforcee sur le service concerne.
Category: INCIDENT
Priority: HIGH
Status: CLOSED
Root Cause: Le moteur de reconciliation des etats n arrivait plus a purger l alarme a cause d une incoherence d inventaire temps reel
Resolution: La base d etat OSS a ete resynchronisee puis le connecteur d alarme a ete redemarre et les faux positifs ont disparu
Comments: Le NOC a applique une suppression logique controlee de l alarme sur le tableau de supervision pour limiter le bruit La base d etat OSS a ete resynchronisee puis le connecteur d alarme a ete redemarre et les faux positifs ont disparu Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2043,ticket,2043,Provisioning Platform,Atlas Distribution Maroc,fr,Echec de provisionnement de l option roaming entreprise,"Type: Ticket
Ticket Number: TKT-2026-02043
Service: Provisioning Platform
Company: Atlas Distribution Maroc
Title: Echec de provisionnement de l option roaming entreprise
Description: Les commandes de souscription a l option roaming sont acceptees dans le CRM mais echouent a l etape de provisionning HLR HSS. Les clients ne peuvent pas utiliser l option a l etranger. Le client demande un retour rapide afin de respecter son SLA contractuel.
Category: PROVISIONING
Priority: HIGH
Status: RESOLVED
Root Cause: Le code option commercial ne correspondait plus au profil technique attendu par le moteur de provisioning
Resolution: Le mapping catalogue vers profil technique a ete corrige puis les commandes en echec ont ete rejouees et verifiees
Comments: Les activations urgentes ont ete forcees manuellement sur le HLR pour les comptes en voyage Le mapping catalogue vers profil technique a ete corrige puis les commandes en echec ont ete rejouees et verifiees Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2044,ticket,2044,Mobile Portability Gateway,Sahara Connect Services,fr,Rejets incoherents des demandes MNP pour identite client invalide,"Type: Ticket
Ticket Number: TKT-2026-02044
Service: Mobile Portability Gateway
Company: Sahara Connect Services
Title: Rejets incoherents des demandes MNP pour identite client invalide
Description: Plusieurs dossiers de portabilite sont rejetes avec un code identite client invalide alors que les donnees du CRM sont correctes. Le phenomene touche surtout les lignes B2B multi utilisateurs. Des controles complementaires ont ete lances sur les flux inter applicatifs.
Category: PROVISIONING
Priority: HIGH
Status: RESOLVED
Root Cause: La regle de normalisation du numero de piece d identite supprimait un caractere significatif sur les dossiers entreprise
Resolution: La transformation de l identite client a ete corrigee puis les demandes rejetees ont ete resoumises avec succes
Comments: Les dossiers urgents ont ete corriges manuellement avant soumission a l operateur donneur La transformation de l identite client a ete corrigee puis les demandes rejetees ont ete resoumises avec succes Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2045,ticket,2045,Order Care API,Rabat Digital Operations,fr,Webhook Order Care non emis apres validation des changements d offre,"Type: Ticket
Ticket Number: TKT-2026-02045
Service: Order Care API
Company: Rabat Digital Operations
Title: Webhook Order Care non emis apres validation des changements d offre
Description: Les systemes aval ne recoivent plus l evenement de validation des commandes de changement d offre. Les options commerciales ne sont donc pas activees automatiquement. Le perimetre touche concerne principalement les comptes B2B prioritaires.
Category: EVOLUTION
Priority: HIGH
Status: RESOLVED
Root Cause: Une cle de routage incorrecte avait ete appliquee lors d une mise a jour du bus d evenements
Resolution: La cle de routage a ete corrigee puis les webhooks en attente ont ete republies vers tous les consommateurs concernes
Comments: Les ordres valides ont ete surveilles manuellement et les activations critiques ont ete lancees via un script de reprise La cle de routage a ete corrigee puis les webhooks en attente ont ete republies vers tous les consommateurs concernes Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2046,ticket,2046,Data Migration Engine,Maghreb Fibre Entreprise,fr,Violation de cles etrangeres pendant la migration des ordres de service,"Type: Ticket
Ticket Number: TKT-2026-02046
Service: Data Migration Engine
Company: Maghreb Fibre Entreprise
Title: Violation de cles etrangeres pendant la migration des ordres de service
Description: Le chargement des ordres de service dans la cible s interrompt avec des erreurs SQL de cle etrangere. Les ordres dependent de referentiels produit et canal absents dans la cible. L impact est confirme sur le perimetre production entreprise.
Category: MIGRATION
Priority: CRITICAL
Status: ESCALATED
Root Cause: 
Resolution: 
Comments: Investigation en cours. Le lot d import des ordres a ete suspendu et les ordres critiques ont ete extraits pour un chargement pilote Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2047,ticket,2047,VoIP Platform,Atlas Cloud Hosting,fr,Perte RTP sur les files du centre de contact VoIP,"Type: Ticket
Ticket Number: TKT-2026-02047
Service: VoIP Platform
Company: Atlas Cloud Hosting
Title: Perte RTP sur les files du centre de contact VoIP
Description: Le centre de contact constate des coupures vocales et une forte gigue sur les appels entrants depuis le debut de matinee. Le taux de perte RTP depasse 8 pour cent sur plusieurs files critiques. Le NOC a ouvert une surveillance renforcee sur le service concerne.
Category: INCIDENT
Priority: HIGH
Status: IN_PROGRESS
Root Cause: 
Resolution: 
Comments: Investigation en cours. Les appels prioritaires ont ete reroutes vers la passerelle media secondaire pour reduire l impact Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2048,ticket,2048,Fibre FTTH,Nova Business Connect,fr,Debit FTTH inferieur au profil commercial sur liaison entreprise,"Type: Ticket
Ticket Number: TKT-2026-02048
Service: Fibre FTTH
Company: Nova Business Connect
Title: Debit FTTH inferieur au profil commercial sur liaison entreprise
Description: Le client mesure un debit descendant plafonne a 120 Mbps sur une offre 300 Mbps. Les tests sont realises en filaire et l ONT ne remonte aucune alarme optique. Le client demande un retour rapide afin de respecter son SLA contractuel.
Category: INCIDENT
Priority: HIGH
Status: ESCALATED
Root Cause: 
Resolution: 
Comments: Investigation en cours. Le client a ete place temporairement sur un profil intermediaire plus eleve en attendant la correction definitive Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2049,ticket,2049,Cloud VPS,Atlas Distribution Maroc,fr,Snapshots nocturnes Cloud VPS en echec sur le cluster de sauvegarde,"Type: Ticket
Ticket Number: TKT-2026-02049
Service: Cloud VPS
Company: Atlas Distribution Maroc
Title: Snapshots nocturnes Cloud VPS en echec sur le cluster de sauvegarde
Description: Les snapshots planifies de plusieurs VM de production echouent depuis deux nuits consecutives et aucun point de restauration recent n est disponible. Le risque de perte de reprise augmente. Des controles complementaires ont ete lances sur les flux inter applicatifs.
Category: INCIDENT
Priority: HIGH
Status: RESOLVED
Root Cause: Le stockage du repository de snapshots etait arrive a saturation
Resolution: Le volume du repository a ete etendu puis les jobs en erreur ont ete rejoues et verifies
Comments: Les sauvegardes les plus critiques ont ete exportees manuellement vers un stockage temporaire Le volume du repository a ete etendu puis les jobs en erreur ont ete rejoues et verifies Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2050,ticket,2050,CRM Ericsson,Sahara Connect Services,fr,Historique des interactions client incomplet dans CRM Ericsson,"Type: Ticket
Ticket Number: TKT-2026-02050
Service: CRM Ericsson
Company: Sahara Connect Services
Title: Historique des interactions client incomplet dans CRM Ericsson
Description: Les conseillers ne visualisent plus l ensemble des interactions sur certains comptes entreprise depuis la derniere synchronisation analytique. Les dossiers anciens sont absents du timeline CRM. Le perimetre touche concerne principalement les comptes B2B prioritaires.
Category: RECLAMATION
Priority: HIGH
Status: RESOLVED
Root Cause: Une erreur de partitionnement sur la cle customer group excluait les gros comptes B2B du traitement incremental
Resolution: Le job d alimentation du timeline a ete relance apres correction de la cle de partition et les interactions manquantes ont ete rechargees
Comments: Les agents ont consulte temporairement l historique via le referentiel analytique en lecture seule Le job d alimentation du timeline a ete relance apres correction de la cle de partition et les interactions manquantes ont ete rechargees Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2051,ticket,2051,BSCS Billing System,Rabat Digital Operations,fr,Lot de suspension pour impayes non execute dans BSCS,"Type: Ticket
Ticket Number: TKT-2026-02051
Service: BSCS Billing System
Company: Rabat Digital Operations
Title: Lot de suspension pour impayes non execute dans BSCS
Description: Le traitement automatique de suspension pour impayes n a pas ete lance durant la nuit. Les comptes en retard n ont pas change de statut et les campagnes de recouvrement sont bloquees. L impact est confirme sur le perimetre production entreprise.
Category: INCIDENT
Priority: HIGH
Status: CLOSED
Root Cause: Une mise a jour de planification avait desactive la tache nocturne dans le calendrier d exploitation
Resolution: Le scheduler a ete corrige puis le lot de suspension a ete execute en rattrapage avec verification des statuts comptes
Comments: Les comptes a risque eleve ont ete identifies et traites manuellement par l equipe recouvrement Le scheduler a ete corrige puis le lot de suspension a ete execute en rattrapage avec verification des statuts comptes Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2052,ticket,2052,Core Network OSS,Maghreb Fibre Entreprise,fr,Arret de collecte des alarmes sur le cluster OSS secondaire,"Type: Ticket
Ticket Number: TKT-2026-02052
Service: Core Network OSS
Company: Maghreb Fibre Entreprise
Title: Arret de collecte des alarmes sur le cluster OSS secondaire
Description: Le cluster secondaire OSS ne collecte plus les alarmes coeur reseau depuis 03:00. En cas de bascule NOC aucune vue fiable des incidents n est disponible sur l environnement de secours. Le NOC a ouvert une surveillance renforcee sur le service concerne.
Category: INCIDENT
Priority: CRITICAL
Status: ESCALATED
Root Cause: 
Resolution: 
Comments: Investigation en cours. Le NOC est reste positionne sur le cluster principal pendant la remise en service afin de conserver une vision complete Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2053,ticket,2053,Provisioning Platform,Atlas Cloud Hosting,fr,Rollback incomplet lors de l annulation d une suspension,"Type: Ticket
Ticket Number: TKT-2026-02053
Service: Provisioning Platform
Company: Atlas Cloud Hosting
Title: Rollback incomplet lors de l annulation d une suspension
Description: Quand une commande de suspension est annulee dans le CRM certains sous services restent suspendus dans le moteur de provisioning. Le statut commercial redevient actif mais le service technique ne suit pas. Le client demande un retour rapide afin de respecter son SLA contractuel.
Category: PROVISIONING
Priority: HIGH
Status: RESOLVED
Root Cause: Une branche du workflow de rollback omettait le sous service data dans les offres multi produits
Resolution: Le workflow a ete corrige puis un batch de remediation a reactive les sous services restes suspendus
Comments: Les comptes les plus sensibles ont ete regularises manuellement avant execution du correctif global Le workflow a ete corrige puis un batch de remediation a reactive les sous services restes suspendus Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2054,ticket,2054,Order Care API,Nova Business Connect,fr,Decomposition technique incomplete des commandes FTTH via Order Care,"Type: Ticket
Ticket Number: TKT-2026-02054
Service: Order Care API
Company: Nova Business Connect
Title: Decomposition technique incomplete des commandes FTTH via Order Care
Description: Les commandes FTTH creees depuis le digital arrivent dans Order Care mais ne generent pas tous les sous ordres necessaires a l installation et a l activation PPPoE. Les plannings terrain restent incomplets. Des controles complementaires ont ete lances sur les flux inter applicatifs.
Category: PROVISIONING
Priority: HIGH
Status: CLOSED
Root Cause: Une condition d orchestration filtrait a tort les produits FTTH B2B avec option IP fixe
Resolution: La regle de decomposition a ete corrigee puis les commandes incompletes ont ete repassees dans le moteur d orchestration
Comments: Les commandes urgentes ont ete completees manuellement par le back office pour maintenir les rendez vous terrain La regle de decomposition a ete corrigee puis les commandes incompletes ont ete repassees dans le moteur d orchestration Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2055,ticket,2055,Data Migration Engine,Atlas Distribution Maroc,fr,Incoherence de reprise des historiques de facture dans Data Migration Engine,"Type: Ticket
Ticket Number: TKT-2026-02055
Service: Data Migration Engine
Company: Atlas Distribution Maroc
Title: Incoherence de reprise des historiques de facture dans Data Migration Engine
Description: Lors des tests de migration certains comptes recuperent un historique de facturation incomplet sur 24 mois. Les ecarts concernent surtout les factures avec ajustements manuels et avoirs. Le perimetre touche concerne principalement les comptes B2B prioritaires.
Category: MIGRATION
Priority: HIGH
Status: RESOLVED
Root Cause: Une jointure ETL n integrait pas correctement les ecritures d ajustement rattachees aux factures d origine
Resolution: La requete de reconciliation a ete corrigee puis les historiques manquants ont ete recharges et verifies par echantillon
Comments: Un export controle des factures critiques a ete fourni aux equipes recette en attendant le rejeu complet La requete de reconciliation a ete corrigee puis les historiques manquants ont ete recharges et verifies par echantillon Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2056,ticket,2056,Core Network OSS,Sahara Connect Services,fr,Tableaux de disponibilite OSS figes sur des donnees obsoletes,"Type: Ticket
Ticket Number: TKT-2026-02056
Service: Core Network OSS
Company: Sahara Connect Services
Title: Tableaux de disponibilite OSS figes sur des donnees obsoletes
Description: Les dashboards de disponibilite multi service affichent encore les metriques de la veille alors que les collecteurs remontent des donnees fraiches. Le management ne dispose plus d un suivi fiable. L impact est confirme sur le perimetre production entreprise.
Category: EVOLUTION
Priority: LOW
Status: RESOLVED
Root Cause: Le service de cache de series temporelles etait bloque apres une purge planifiee inachevee
Resolution: Le cache applicatif a ete reconstruit puis le service de requetage a ete redemarre et les tableaux ont retrouve des donnees a jour
Comments: Le reporting du matin a ete prepare a partir des exports bruts des collecteurs pendant la remise en service Le cache applicatif a ete reconstruit puis le service de requetage a ete redemarre et les tableaux ont retrouve des donnees a jour Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2057,ticket,2057,BSCS Billing System,Rabat Digital Operations,fr,Blocage du rating BSCS sur les CDR roaming entrants,"Type: Ticket
Ticket Number: TKT-2026-02057
Service: BSCS Billing System
Company: Rabat Digital Operations
Title: Blocage du rating BSCS sur les CDR roaming entrants
Description: Depuis 06:20 les CDR roaming entrants ne sont plus valorises dans BSCS et le backlog depasse 42000 enregistrements. Les soldes clients postpayes ne sont plus mis a jour apres consommation. Le NOC a ouvert une surveillance renforcee sur le service concerne.
Category: INCIDENT
Priority: CRITICAL
Status: IN_PROGRESS
Root Cause: 
Resolution: 
Comments: Investigation en cours. Les CDR invalides ont ete isoles et la file de mediation secondaire a pris le relais pour les flux prioritaires Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2058,ticket,2058,BSCS Billing System,Maghreb Fibre Entreprise,fr,Echec du bill run mensuel BSCS pour les comptes entreprise,"Type: Ticket
Ticket Number: TKT-2026-02058
Service: BSCS Billing System
Company: Maghreb Fibre Entreprise
Title: Echec du bill run mensuel BSCS pour les comptes entreprise
Description: Le bill run mensuel s arrete au milieu du cycle entreprise et aucune facture PDF n est produite pour 8600 comptes. Les previsions de cloture financiere sont retardees. Le client demande un retour rapide afin de respecter son SLA contractuel.
Category: INCIDENT
Priority: HIGH
Status: CLOSED
Root Cause: Le repertoire de polices du moteur PDF etait invalide apres une maintenance systeme
Resolution: Le chemin de rendu PDF a ete corrige puis le bill run a ete relance en reprise et toutes les factures ont ete regenerees
Comments: Les factures critiques ont ete sorties via le moteur de secours afin de respecter la fenetre de controle finance Le chemin de rendu PDF a ete corrige puis le bill run a ete relance en reprise et toutes les factures ont ete regenerees Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2059,ticket,2059,CRM Ericsson,Atlas Cloud Hosting,fr,Desynchronisation des fiches clients CRM Ericsson vers BSCS,"Type: Ticket
Ticket Number: TKT-2026-02059
Service: CRM Ericsson
Company: Atlas Cloud Hosting
Title: Desynchronisation des fiches clients CRM Ericsson vers BSCS
Description: Les creations de comptes corporate dans le CRM Ericsson ne remontent plus vers BSCS depuis la derniere mise a jour. Les commerciaux valident les dossiers mais aucun compte de facturation n est cree. Des controles complementaires ont ete lances sur les flux inter applicatifs.
Category: INCIDENT
Priority: HIGH
Status: IN_PROGRESS
Root Cause: 
Resolution: 
Comments: Investigation en cours. Les comptes urgents ont ete crees manuellement dans BSCS pour les ventes prioritaires Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2060,ticket,2060,Core Network OSS,Nova Business Connect,fr,Perte de remontee des KPI radio dans Core Network OSS,"Type: Ticket
Ticket Number: TKT-2026-02060
Service: Core Network OSS
Company: Nova Business Connect
Title: Perte de remontee des KPI radio dans Core Network OSS
Description: Les tableaux NOC n affichent plus les KPI radio 2G et 4G pour 186 noeuds depuis 01:00. La supervision reseau ne peut plus suivre la disponibilite et la charge trafic en temps reel. Le perimetre touche concerne principalement les comptes B2B prioritaires.
Category: INCIDENT
Priority: CRITICAL
Status: ESCALATED
Root Cause: 
Resolution: 
Comments: Investigation en cours. Le NOC a bascule temporairement sur les compteurs locaux exposes par les equipements critiques Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2061,ticket,2061,Provisioning Platform,Atlas Distribution Maroc,fr,Blocage de la file JMS d activation dans la plateforme de provisioning,"Type: Ticket
Ticket Number: TKT-2026-02061
Service: Provisioning Platform
Company: Atlas Distribution Maroc
Title: Blocage de la file JMS d activation dans la plateforme de provisioning
Description: Les demandes d activation postpayees restent en statut pending depuis 09:10 et plus de 630 ordres sont en attente. Les boutiques et le CRM ne recoivent plus de confirmation technique. L impact est confirme sur le perimetre production entreprise.
Category: PROVISIONING
Priority: CRITICAL
Status: RESOLVED
Root Cause: Un message XML mal forme issu d un canal partenaire a bloque le consommateur principal de la file JMS
Resolution: Le message fautif a ete mis en quarantaine puis le consumer a ete relance et les ordres ont ete rejoues avec succes
Comments: Les activations VIP ont ete traitees via un worker secondaire et une verification manuelle des accuses a ete effectuee Le message fautif a ete mis en quarantaine puis le consumer a ete relance et les ordres ont ete rejoues avec succes Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
